广州期货交易所期货历史行情表(2024)
交易日期,品种名称,交割月份,合约代码,前结算价,开盘价,最高价,最低价,收盘价,结算价,涨跌,涨跌1,成交量,持仓量,持仓量变化,成交额
20240104,碳酸锂,2407,lc2407,107650.00,106500.00,107150.00,100400.00,100450.00,103850.00,-7200.00,-3800.00,194855,148982,7239,20242463450
20240104,碳酸锂,2408,lc2408,109700.00,109000.00,109050.00,103000.00,103000.00,106000.00,-6700.00,-3700.00,1746,8428,-123,185156850
20240104,碳酸锂,2409,lc2409,109200.00,107850.00,108500.00,102500.00,102600.00,105600.00,-6600.00,-3600.00,2398,8500,-75,253333900
20240104,碳酸锂,2410,lc2410,108200.00,106800.00,107550.00,101600.00,101700.00,104700.00,-6500.00,-3500.00,473,4084,14,49523750
20240104,碳酸锂,2411,lc2411,107650.00,106600.00,107250.00,101550.00,101650.00,104550.00,-6000.00,-3100.00,1336,6486,209,139729950
20240104,碳酸锂,2412,lc2412,108700.00,107250.00,107650.00,102650.00,102650.00,105300.00,-6050.00,-3400.00,347,412,106,36539650
20240104,工业硅,2401,si2401,13665.00,14100.00,14320.00,14100.00,14195.00,14265.00,530.00,600.00,316,2315,-1126,22539150
20240104,工业硅,2402,si2402,14350.00,14365.00,14400.00,14235.00,14250.00,14320.00,-100.00,-30.00,26069,55561,-2477,1866570100
20240104,工业硅,2403,si2403,14395.00,14370.00,14465.00,14300.00,14300.00,14375.00,-95.00,-20.00,15191,35359,724,1092189625
20240104,工业硅,2404,si2404,14475.00,14420.00,14510.00,14355.00,14355.00,14480.00,-120.00,5.00,688,1500,416,49826100
20240104,工业硅,2405,si2405,14495.00,14380.00,14520.00,14365.00,14380.00,14430.00,-115.00,-65.00,135,1155,2,9743600
20240104,工业硅,2406,si2406,14475.00,14500.00,14510.00,14415.00,14415.00,14455.00,-60.00,-20.00,58,983,-6,4192300
20240104,工业硅,2407,si2407,14455.00,14490.00,14490.00,14385.00,14420.00,14430.00,-35.00,-25.00,56,99,22,4041375
20240104,工业硅,2408,si2408,14480.00,14400.00,14405.00,14350.00,14405.00,14385.00,-75.00,-95.00,10,66,0,719450
20240105,碳酸锂,2401,lc2401,99650.00,99650.00,99650.00,93500.00,93500.00,97150.00,-6150.00,-2500.00,525,4831,-1688,51021900
20240105,碳酸锂,2402,lc2402,99400.00,96700.00,96700.00,93600.00,93700.00,95000.00,-5700.00,-4400.00,3012,11782,-1135,286179000
20240105,碳酸锂,2403,lc2403,99800.00,96500.00,96500.00,94050.00,94200.00,95250.00,-5600.00,-4550.00,8538,19658,-674,813290950
20240105,碳酸锂,2404,lc2404,103550.00,100000.00,100000.00,97500.00,98500.00,98650.00,-5050.00,-4900.00,7120,28050,-1423,702640350
20240105,碳酸锂,2405,lc2405,103350.00,100200.00,100200.00,97450.00,98400.00,98600.00,-4950.00,-4750.00,3488,10736,-474,343958350
20240105,碳酸锂,2406,lc2406,103600.00,99000.00,99600.00,97400.00,99400.00,98550.00,-4200.00,-5050.00,583,6040,-49,57479300
20240105,碳酸锂,2407,lc2407,103850.00,100000.00,100000.00,97500.00,98650.00,98750.00,-5200.00,-5100.00,182344,154263,5281,18009825600
20240105,碳酸锂,2408,lc2408,106000.00,101950.00,102700.00,100250.00,101550.00,101350.00,-4450.00,-4650.00,1650,8380,-48,167237050
20240105,碳酸锂,2409,lc2409,105600.00,102400.00,102400.00,99600.00,101150.00,100900.00,-4450.00,-4700.00,1711,8522,22,172659450
20240105,碳酸锂,2410,lc2410,104700.00,101500.00,101500.00,99350.00,101000.00,100200.00,-3700.00,-4500.00,521,4199,115,52230100
20240105,碳酸锂,2411,lc2411,104550.00,101300.00,101300.00,99050.00,100500.00,100000.00,-4050.00,-4550.00,1008,6695,209,100823600
20240105,碳酸锂,2412,lc2412,105300.00,100250.00,102350.00,100200.00,100700.00,101200.00,-4600.00,-4100.00,208,421,9,21054900
20240105,工业硅,2401,si2401,14265.00,14050.00,14050.00,13900.00,14000.00,13985.00,-265.00,-280.00,88,1525,-790,6155000
20240105,工业硅,2402,si2402,14320.00,14210.00,14230.00,13935.00,13960.00,14045.00,-360.00,-275.00,40377,50354,-5207,2836135075
20240105,工业硅,2403,si2403,14375.00,14265.00,14290.00,14000.00,14025.00,14105.00,-350.00,-270.00,27884,35038,-321,1966908050
20240105,工业硅,2404,si2404,14480.00,14280.00,14325.00,14055.00,14080.00,14140.00,-400.00,-340.00,1458,2047,547,103100825
20240105,工业硅,2405,si2405,14430.00,14315.00,14315.00,14065.00,14215.00,14170.00,-215.00,-260.00,373,1118,-37,26432725
20240105,工业硅,2406,si2406,14455.00,14455.00,14455.00,14120.00,14210.00,14415.00,-245.00,-40.00,471,580,-403,33955850
20240105,工业硅,2407,si2407,14430.00,14225.00,14305.00,14190.00,14210.00,14240.00,-220.00,-190.00,51,94,-5,3631925
20240105,工业硅,2408,si2408,14385.00,14180.00,14275.00,14085.00,14195.00,14165.00,-190.00,-220.00,35,59,-7,2479425
20240108,碳酸锂,2401,lc2401,97150.00,92500.00,95300.00,90800.00,91400.00,92850.00,-5750.00,-4300.00,348,3097,-1734,32321600
20240108,碳酸锂,2402,lc2402,95000.00,93100.00,95950.00,91000.00,91800.00,93100.00,-3200.00,-1900.00,7844,11843,61,730334550
20240108,碳酸锂,2403,lc2403,95250.00,94500.00,96400.00,91200.00,92200.00,93500.00,-3050.00,-1750.00,13867,20615,957,1297112000
20240108,碳酸锂,2404,lc2404,98650.00,98150.00,100050.00,95700.00,96400.00,97750.00,-2250.00,-900.00,10858,31041,2991,1061370800
20240108,碳酸锂,2405,lc2405,98600.00,98200.00,99950.00,95900.00,96550.00,98000.00,-2050.00,-600.00,3024,11073,337,296372500
20240108,碳酸锂,2406,lc2406,98550.00,97950.00,100150.00,96150.00,96950.00,98450.00,-1600.00,-100.00,763,6124,84,75153200
20240108,碳酸锂,2407,lc2407,98750.00,98000.00,100500.00,96300.00,97200.00,98400.00,-1550.00,-350.00,146847,157724,3461,14452841050
20240108,碳酸锂,2408,lc2408,101350.00,98850.00,102800.00,98850.00,99950.00,101100.00,-1400.00,-250.00,1089,8410,30,110130250
20240108,碳酸锂,2409,lc2409,100900.00,101100.00,102350.00,98550.00,99150.00,100500.00,-1750.00,-400.00,1522,8478,-44,152987950
20240108,碳酸锂,2410,lc2410,100200.00,99900.00,101750.00,97900.00,98550.00,99950.00,-1650.00,-250.00,430,4164,-35,42992950
20240108,碳酸锂,2411,lc2411,100000.00,100000.00,101450.00,97950.00,98650.00,99550.00,-1350.00,-450.00,1012,6914,219,100791550
20240108,碳酸锂,2412,lc2412,101200.00,102150.00,103150.00,99250.00,99400.00,101200.00,-1800.00,0.00,168,428,7,17006200
20240108,工业硅,2401,si2401,13985.00,,,,13985.00,13985.00,0.00,0.00,0,1074,-451,0
20240108,工业硅,2402,si2402,14045.00,13950.00,13995.00,13840.00,13900.00,13915.00,-145.00,-130.00,29295,46819,-3535,2038563750
20240108,工业硅,2403,si2403,14105.00,13955.00,14055.00,13910.00,13970.00,13975.00,-135.00,-130.00,15128,36806,1768,1057238825
20240108,工业硅,2404,si2404,14140.00,14045.00,14100.00,13990.00,14045.00,14020.00,-95.00,-120.00,628,2424,377,44038250
20240108,工业硅,2405,si2405,14170.00,14100.00,14160.00,14015.00,14135.00,14095.00,-35.00,-75.00,179,1090,-28,12617300
20240108,工业硅,2406,si2406,14415.00,14110.00,14140.00,14105.00,14140.00,14110.00,-275.00,-305.00,20,570,-10,1411175
20240108,工业硅,2407,si2407,14240.00,14195.00,14195.00,14100.00,14170.00,14145.00,-70.00,-95.00,10,96,2,707250
20240108,工业硅,2408,si2408,14165.00,14170.00,14170.00,14035.00,14090.00,14100.00,-75.00,-65.00,18,54,-5,1269300
20240109,碳酸锂,2401,lc2401,92850.00,91400.00,94200.00,90000.00,94200.00,91250.00,1350.00,-1600.00,154,2565,-532,14054550
20240109,碳酸锂,2402,lc2402,93100.00,91800.00,94700.00,90200.00,93650.00,91800.00,550.00,-1300.00,3456,9956,-1887,317397250
20240109,碳酸锂,2403,lc2403,93500.00,92150.00,95100.00,90500.00,93900.00,92650.00,400.00,-850.00,11896,21067,452,1102263900
20240109,碳酸锂,2404,lc2404,97750.00,96500.00,99650.00,95000.00,98300.00,97400.00,550.00,-350.00,9839,33938,2897,958367300
20240109,碳酸锂,2405,lc2405,98000.00,96700.00,99900.00,95200.00,98400.00,97550.00,400.00,-450.00,3551,11179,106,346423850
20240109,碳酸锂,2406,lc2406,98450.00,96950.00,100000.00,95400.00,98750.00,97400.00,300.00,-1050.00,959,5936,-188,93439800
20240109,碳酸锂,2407,lc2407,98400.00,97000.00,100500.00,95500.00,98950.00,98200.00,550.00,-200.00,203361,162038,4314,19970540600
20240109,碳酸锂,2408,lc2408,101100.00,99700.00,101950.00,98100.00,100350.00,100350.00,-750.00,-750.00,2357,8890,480,236607000
20240109,碳酸锂,2409,lc2409,100500.00,99000.00,101600.00,97600.00,100100.00,99700.00,-400.00,-800.00,1697,8293,-185,169251600
20240109,碳酸锂,2410,lc2410,99950.00,98600.00,100950.00,97000.00,99450.00,98850.00,-500.00,-1100.00,380,4109,-55,37569550
20240109,碳酸锂,2411,lc2411,99550.00,98650.00,100500.00,96850.00,99150.00,98800.00,-400.00,-750.00,1072,6735,-179,105938750
20240109,碳酸锂,2412,lc2412,101200.00,99050.00,101850.00,98500.00,100250.00,99800.00,-950.00,-1400.00,174,453,25,17368200
20240109,工业硅,2401,si2401,13985.00,0.00,0.00,0.00,13985.00,13985.00,0.00,0.00,200,1174,100,13985000
20240109,工业硅,2402,si2402,13915.00,13855.00,13940.00,13730.00,13840.00,13825.00,-75.00,-90.00,20909,45082,-1737,1445433250
20240109,工业硅,2403,si2403,13975.00,13990.00,14005.00,13800.00,13905.00,13890.00,-70.00,-85.00,33349,47589,10783,2316337375
20240109,工业硅,2404,si2404,14020.00,14020.00,14045.00,13860.00,13960.00,13950.00,-60.00,-70.00,12050,8577,6153,840555400
20240109,工业硅,2405,si2405,14095.00,14065.00,14065.00,13920.00,14030.00,13995.00,-65.00,-100.00,120,1118,28,8398050
20240109,工业硅,2406,si2406,14110.00,14050.00,14100.00,13985.00,14075.00,14030.00,-35.00,-80.00,52,570,0,3648600
20240109,工业硅,2407,si2407,14145.00,14155.00,14155.00,14005.00,14075.00,14065.00,-70.00,-80.00,56,96,0,3938875
20240109,工业硅,2408,si2408,14100.00,14030.00,14125.00,13935.00,14040.00,14025.00,-60.00,-75.00,47,54,0,3296650
20240110,碳酸锂,2401,lc2401,91250.00,92750.00,93000.00,92750.00,93000.00,92900.00,1750.00,1650.00,44,1990,-575,4089750
20240110,碳酸锂,2402,lc2402,91800.00,92700.00,94100.00,92500.00,93300.00,93200.00,1500.00,1400.00,1269,9426,-530,118320850
20240110,碳酸锂,2403,lc2403,92650.00,92850.00,94600.00,92700.00,93200.00,93500.00,550.00,850.00,4714,20262,-805,440877200
20240110,碳酸锂,2404,lc2404,97400.00,98500.00,98950.00,96800.00,97300.00,97750.00,-100.00,350.00,3644,33487,-451,356316300
20240110,碳酸锂,2405,lc2405,97550.00,98000.00,99150.00,97000.00,97400.00,98050.00,-150.00,500.00,1913,11061,-118,187640050
20240110,碳酸锂,2406,lc2406,97400.00,98100.00,99350.00,97000.00,97850.00,98300.00,450.00,900.00,488,5912,-24,47979750
20240110,碳酸锂,2407,lc2407,98200.00,98500.00,99800.00,97100.00,97900.00,98400.00,-300.00,200.00,107149,159002,-3036,10547156900
20240110,碳酸锂,2408,lc2408,100350.00,100050.00,101400.00,99150.00,99750.00,100100.00,-600.00,-250.00,1316,9162,272,131773100
20240110,碳酸锂,2409,lc2409,99700.00,100150.00,101300.00,98950.00,99200.00,100000.00,-500.00,300.00,742,8286,-7,74210400
20240110,碳酸锂,2410,lc2410,98850.00,98950.00,100350.00,98200.00,98650.00,99250.00,-200.00,400.00,170,4140,31,16880100
20240110,碳酸锂,2411,lc2411,98800.00,99000.00,100000.00,98050.00,98400.00,99100.00,-400.00,300.00,498,6696,-39,49360100
20240110,碳酸锂,2412,lc2412,99800.00,100700.00,101250.00,99000.00,99750.00,100050.00,-50.00,250.00,147,465,12,14710300
20240110,工业硅,2401,si2401,13985.00,0.00,0.00,0.00,13845.00,13845.00,-140.00,-140.00,140,470,-704,9789500
20240110,工业硅,2402,si2402,13825.00,13650.00,13930.00,13650.00,13875.00,13850.00,50.00,25.00,18164,38009,-7073,1258131100
20240110,工业硅,2403,si2403,13890.00,13890.00,13985.00,13820.00,13930.00,13925.00,40.00,35.00,44850,55776,8187,3123545450
20240110,工业硅,2404,si2404,13950.00,13915.00,14045.00,13890.00,13995.00,13985.00,45.00,35.00,36643,13174,4597,2562405125
20240110,工业硅,2405,si2405,13995.00,13980.00,14100.00,13980.00,14015.00,14050.00,20.00,55.00,114,1153,35,8008900
20240110,工业硅,2406,si2406,14030.00,14085.00,14115.00,14065.00,14090.00,14090.00,60.00,60.00,10,573,3,704725
20240110,工业硅,2407,si2407,14065.00,14085.00,14085.00,14085.00,14085.00,14085.00,20.00,20.00,1,96,0,70425
20240110,工业硅,2408,si2408,14025.00,14090.00,14100.00,14090.00,14100.00,14090.00,75.00,65.00,4,55,1,281875
20240111,碳酸锂,2401,lc2401,92900.00,93300.00,98500.00,93300.00,98500.00,94250.00,5600.00,1350.00,384,2085,95,36203600
20240111,碳酸锂,2402,lc2402,93200.00,93200.00,99000.00,92500.00,98600.00,96600.00,5400.00,3400.00,2177,9416,-10,210374350
20240111,碳酸锂,2403,lc2403,93500.00,93800.00,99550.00,93700.00,99200.00,97000.00,5700.00,3500.00,10832,20076,-186,1051179300
20240111,碳酸锂,2404,lc2404,97750.00,97300.00,104200.00,97300.00,104000.00,101350.00,6250.00,3600.00,8622,34900,1413,874051500
20240111,碳酸锂,2405,lc2405,98050.00,97900.00,104400.00,97800.00,104000.00,101450.00,5950.00,3400.00,3509,11102,41,356141750
20240111,碳酸锂,2406,lc2406,98300.00,98350.00,104650.00,98350.00,104300.00,102050.00,6000.00,3750.00,770,6032,120,78586850
20240111,碳酸锂,2407,lc2407,98400.00,98400.00,105000.00,98350.00,104700.00,101850.00,6300.00,3450.00,214428,157286,-1716,21844087150
20240111,碳酸锂,2408,lc2408,100100.00,100200.00,106150.00,100200.00,105600.00,103300.00,5500.00,3200.00,1807,9778,616,186714400
20240111,碳酸锂,2409,lc2409,100000.00,99700.00,105850.00,99700.00,105500.00,103150.00,5500.00,3150.00,1852,8120,-166,191079300
20240111,碳酸锂,2410,lc2410,99250.00,99550.00,105100.00,99550.00,104950.00,102650.00,5700.00,3400.00,400,4081,-59,41068800
20240111,碳酸锂,2411,lc2411,99100.00,98650.00,105150.00,98650.00,104650.00,102250.00,5550.00,3150.00,1317,6499,-197,134728600
20240111,碳酸锂,2412,lc2412,100050.00,100550.00,105700.00,100550.00,105450.00,103600.00,5400.00,3550.00,225,460,-5,23316200
20240111,工业硅,2401,si2401,13845.00,0.00,0.00,0.00,13845.00,13845.00,0.00,0.00,100,470,0,6922500
20240111,工业硅,2402,si2402,13850.00,13920.00,13920.00,13750.00,13830.00,13830.00,-20.00,-20.00,9833,33811,-4198,679993500
20240111,工业硅,2403,si2403,13925.00,13900.00,13955.00,13800.00,13875.00,13870.00,-50.00,-55.00,35216,61824,6048,2442609025
20240111,工业硅,2404,si2404,13985.00,13950.00,14015.00,13860.00,13935.00,13930.00,-50.00,-55.00,26243,15212,2038,1828322625
20240111,工业硅,2405,si2405,14050.00,14015.00,14050.00,13935.00,13995.00,13995.00,-55.00,-55.00,292,1380,227,20436700
20240111,工业硅,2406,si2406,14090.00,14020.00,14060.00,13950.00,14020.00,14010.00,-70.00,-80.00,18,570,-3,1261250
20240111,工业硅,2407,si2407,14085.00,14080.00,14080.00,14080.00,14080.00,14080.00,-5.00,-5.00,1,96,0,70400
20240111,工业硅,2408,si2408,14090.00,14055.00,14075.00,13995.00,14045.00,14050.00,-45.00,-40.00,11,56,1,772825
20240112,碳酸锂,2401,lc2401,94250.00,97800.00,98000.00,97400.00,97400.00,97500.00,3150.00,3250.00,20,565,-1520,1950600
20240112,碳酸锂,2402,lc2402,96600.00,99000.00,99600.00,97350.00,97450.00,98250.00,850.00,1650.00,1117,9083,-333,109785950
20240112,碳酸锂,2403,lc2403,97000.00,98900.00,100000.00,97500.00,97950.00,98650.00,950.00,1650.00,6668,19926,-150,657852950
20240112,碳酸锂,2404,lc2404,101350.00,103300.00,104450.00,101750.00,102050.00,102950.00,700.00,1600.00,6241,36069,1169,642758000
20240112,碳酸锂,2405,lc2405,101450.00,104100.00,104750.00,101800.00,102550.00,103300.00,1100.00,1850.00,2071,11277,175,213945500
20240112,碳酸锂,2406,lc2406,102050.00,104200.00,104900.00,102300.00,102300.00,103650.00,250.00,1600.00,394,6029,-3,40843600
20240112,碳酸锂,2407,lc2407,101850.00,104700.00,105300.00,102300.00,102850.00,103650.00,1000.00,1800.00,142605,155914,-1372,14783691650
20240112,碳酸锂,2408,lc2408,103300.00,105000.00,106350.00,103850.00,104050.00,104950.00,750.00,1650.00,1366,9612,-166,143363250
20240112,碳酸锂,2409,lc2409,103150.00,105700.00,106250.00,103800.00,103950.00,104800.00,800.00,1650.00,1249,8044,-76,130944350
20240112,碳酸锂,2410,lc2410,102650.00,105050.00,105400.00,103300.00,103700.00,104150.00,1050.00,1500.00,156,4073,-8,16252750
20240112,碳酸锂,2411,lc2411,102250.00,104500.00,105250.00,102900.00,103500.00,104000.00,1250.00,1750.00,510,6468,-31,53042150
20240112,碳酸锂,2412,lc2412,103600.00,106050.00,106050.00,104150.00,104400.00,104800.00,800.00,1200.00,108,458,-2,11323650
20240112,工业硅,2401,si2401,13845.00,13750.00,13750.00,13750.00,13750.00,13750.00,-95.00,-95.00,3,366,-104,206250
20240112,工业硅,2402,si2402,13830.00,13860.00,13860.00,13505.00,13545.00,13680.00,-285.00,-150.00,15946,30648,-3163,1090886500
20240112,工业硅,2403,si2403,13870.00,13850.00,13900.00,13570.00,13610.00,13745.00,-260.00,-125.00,59849,68381,6557,4113572050
20240112,工业硅,2404,si2404,13930.00,13975.00,13975.00,13630.00,13665.00,13825.00,-265.00,-105.00,35149,19690,4478,2429741175
20240112,工业硅,2405,si2405,13995.00,13985.00,14010.00,13710.00,13745.00,13890.00,-250.00,-105.00,1347,2478,1098,93558925
20240112,工业硅,2406,si2406,14010.00,14035.00,14040.00,13750.00,13750.00,13895.00,-260.00,-115.00,86,585,15,5974875
20240112,工业硅,2407,si2407,14080.00,13930.00,13985.00,13800.00,13845.00,13860.00,-235.00,-220.00,21,107,11,1455725
20240112,工业硅,2408,si2408,14050.00,13940.00,13940.00,13810.00,13825.00,13850.00,-225.00,-200.00,10,57,1,692500
20240115,碳酸锂,2401,lc2401,97500.00,97000.00,97050.00,96300.00,96800.00,97750.00,-700.00,250.00,63,0,-565,6103000
20240115,碳酸锂,2402,lc2402,98250.00,97450.00,98000.00,95550.00,97000.00,97000.00,-1250.00,-1250.00,1022,8585,-498,99181450
20240115,碳酸锂,2403,lc2403,98650.00,96050.00,98350.00,96050.00,96800.00,97150.00,-1850.00,-1500.00,6030,18984,-942,586025250
20240115,碳酸锂,2404,lc2404,102950.00,100000.00,102500.00,100000.00,101450.00,101300.00,-1500.00,-1650.00,3875,36074,5,392684050
20240115,碳酸锂,2405,lc2405,103300.00,102200.00,102900.00,100400.00,101450.00,101650.00,-1850.00,-1650.00,1874,11124,-153,190497400
20240115,碳酸锂,2406,lc2406,103650.00,101800.00,102950.00,100600.00,102000.00,101750.00,-1650.00,-1900.00,294,5979,-50,29927100
20240115,碳酸锂,2407,lc2407,103650.00,102000.00,103350.00,100700.00,101950.00,101950.00,-1700.00,-1700.00,103038,156970,1056,10504892550
20240115,碳酸锂,2408,lc2408,104950.00,104500.00,104600.00,102300.00,103500.00,103500.00,-1450.00,-1450.00,568,9549,-63,58799550
20240115,碳酸锂,2409,lc2409,104800.00,103800.00,104450.00,102150.00,102750.00,103300.00,-2050.00,-1500.00,773,8065,21,79880650
20240115,碳酸锂,2410,lc2410,104150.00,102600.00,103800.00,101600.00,102600.00,102800.00,-1550.00,-1350.00,164,4093,20,16860400
20240115,碳酸锂,2411,lc2411,104000.00,102450.00,103600.00,101500.00,102700.00,102350.00,-1300.00,-1650.00,485,6519,51,49643850
20240115,碳酸锂,2412,lc2412,104800.00,104250.00,104400.00,102500.00,103850.00,103750.00,-950.00,-1050.00,106,471,13,10997850
20240115,工业硅,2401,si2401,13750.00,0.00,0.00,0.00,14045.00,14045.00,295.00,295.00,78,0,-366,5477550
20240115,工业硅,2402,si2402,13680.00,13500.00,13655.00,13500.00,13605.00,13580.00,-75.00,-100.00,7132,28689,-1959,484413500
20240115,工业硅,2403,si2403,13745.00,13650.00,13720.00,13600.00,13675.00,13660.00,-70.00,-85.00,35441,72910,4529,2420998000
20240115,工业硅,2404,si2404,13825.00,13575.00,13775.00,13575.00,13735.00,13720.00,-90.00,-105.00,41513,20570,880,2847837125
20240115,工业硅,2405,si2405,13890.00,13725.00,13825.00,13725.00,13770.00,13775.00,-120.00,-115.00,419,2694,216,28864725
